GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQLE001,NAME_M,JQLM001
"G1300370","2006-2010","GA",,,"Georgia","13","Calhoun County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13037",,,"Calhoun County, Georgia",80788200,"Calhoun County, Georgia",8972127
"G1300390","2006-2010","GA",,,"Georgia","13","Camden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13039",,,"Camden County, Georgia",1085536100,"Camden County, Georgia",35700241
"G1300430","2006-2010","GA",,,"Georgia","13","Candler County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13043",,,"Candler County, Georgia",172163600,"Candler County, Georgia",16463174
"G1300450","2006-2010","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13045",,,"Carroll County, Georgia",2241670800,"Carroll County, Georgia",63350687
"G1300470","2006-2010","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13047",,,"Catoosa County, Georgia",1420385000,"Catoosa County, Georgia",55313253
"G1300490","2006-2010","GA",,,"Georgia","13","Charlton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13049",,,"Charlton County, Georgia",204988000,"Charlton County, Georgia",18826697
"G1300510","2006-2010","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13051",,,"Chatham County, Georgia",6512490600,"Chatham County, Georgia",155267623
"G1300530","2006-2010","GA",,,"Georgia","13","Chattahoochee County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13053",,,"Chattahoochee County, Georgia",259811600,"Chattahoochee County, Georgia",19167580
"G1300550","2006-2010","GA",,,"Georgia","13","Chattooga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13055",,,"Chattooga County, Georgia",393880900,"Chattooga County, Georgia",17167370
"G1300570","2006-2010","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13057",,,"Cherokee County, Georgia",6233184800,"Cherokee County, Georgia",152474810
"G1300590","2006-2010","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13059",,,"Clarke County, Georgia",2282883200,"Clarke County, Georgia",76870837
"G1300610","2006-2010","GA",,,"Georgia","13","Clay County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13061",,,"Clay County, Georgia",39804400,"Clay County, Georgia",6568898
"G1300630","2006-2010","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13063",,,"Clayton County, Georgia",4932017600,"Clayton County, Georgia",85521308
"G1300650","2006-2010","GA",,,"Georgia","13","Clinch County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13065",,,"Clinch County, Georgia",114309000,"Clinch County, Georgia",11905087
"G1300670","2006-2010","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13067",,,"Cobb County, Georgia",22428545700,"Cobb County, Georgia",264237588
"G1300690","2006-2010","GA",,,"Georgia","13","Coffee County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13069",,,"Coffee County, Georgia",694011900,"Coffee County, Georgia",36408142
"G1300710","2006-2010","GA",,,"Georgia","13","Colquitt County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13071",,,"Colquitt County, Georgia",776288000,"Colquitt County, Georgia",35943432
"G1300730","2006-2010","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13073",,,"Columbia County, Georgia",3474336500,"Columbia County, Georgia",91207752
"G1300750","2006-2010","GA",,,"Georgia","13","Cook County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13075",,,"Cook County, Georgia",280582400,"Cook County, Georgia",17019366
"G1300770","2006-2010","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13077",,,"Coweta County, Georgia",3179241500,"Coweta County, Georgia",56862506
"G1300790","2006-2010","GA",,,"Georgia","13","Crawford County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13079",,,"Crawford County, Georgia",265292200,"Crawford County, Georgia",30406027
"G1300810","2006-2010","GA",,,"Georgia","13","Crisp County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13081",,,"Crisp County, Georgia",398440100,"Crisp County, Georgia",26216980
"G1300830","2006-2010","GA",,,"Georgia","13","Dade County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13083",,,"Dade County, Georgia",334688900,"Dade County, Georgia",24198022
"G1300850","2006-2010","GA",,,"Georgia","13","Dawson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13085",,,"Dawson County, Georgia",556064200,"Dawson County, Georgia",37955131
"G1300870","2006-2010","GA",,,"Georgia","13","Decatur County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13087",,,"Decatur County, Georgia",497896100,"Decatur County, Georgia",33759616
"G1300890","2006-2010","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13089",,,"DeKalb County, Georgia",19472898300,"DeKalb County, Georgia",227040969
"G1300910","2006-2010","GA",,,"Georgia","13","Dodge County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13091",,,"Dodge County, Georgia",348592000,"Dodge County, Georgia",34325973
"G1300930","2006-2010","GA",,,"Georgia","13","Dooly County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13093",,,"Dooly County, Georgia",212405400,"Dooly County, Georgia",36038980
"G1300950","2006-2010","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13095",,,"Dougherty County, Georgia",1815640700,"Dougherty County, Georgia",63717027
"G1300970","2006-2010","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13097",,,"Douglas County, Georgia",3133035800,"Douglas County, Georgia",76187768
"G1300990","2006-2010","GA",,,"Georgia","13","Early County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13099",,,"Early County, Georgia",184304900,"Early County, Georgia",16479834
"G1301010","2006-2010","GA",,,"Georgia","13","Echols County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13101",,,"Echols County, Georgia",56421000,"Echols County, Georgia",8867364
"G1301030","2006-2010","GA",,,"Georgia","13","Effingham County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13103",,,"Effingham County, Georgia",1185273800,"Effingham County, Georgia",52585777
"G1301050","2006-2010","GA",,,"Georgia","13","Elbert County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13105",,,"Elbert County, Georgia",349189000,"Elbert County, Georgia",25422593
"G1301070","2006-2010","GA",,,"Georgia","13","Emanuel County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13107",,,"Emanuel County, Georgia",359262100,"Emanuel County, Georgia",21859560
"G1301090","2006-2010","GA",,,"Georgia","13","Evans County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13109",,,"Evans County, Georgia",209140500,"Evans County, Georgia",15533506
"G1301110","2006-2010","GA",,,"Georgia","13","Fannin County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13111",,,"Fannin County, Georgia",492479400,"Fannin County, Georgia",26343897
"G1301130","2006-2010","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13113",,,"Fayette County, Georgia",3695049500,"Fayette County, Georgia",91161717
"G1301150","2006-2010","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13115",,,"Floyd County, Georgia",1977549900,"Floyd County, Georgia",60579695
"G1301170","2006-2010","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13117",,,"Forsyth County, Georgia",5799033400,"Forsyth County, Georgia",127063121
"G1301190","2006-2010","GA",,,"Georgia","13","Franklin County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13119",,,"Franklin County, Georgia",426400700,"Franklin County, Georgia",31451299
"G1301210","2006-2010","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13121",,,"Fulton County, Georgia",33005132300,"Fulton County, Georgia",400505322
"G1301230","2006-2010","GA",,,"Georgia","13","Gilmer County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13123",,,"Gilmer County, Georgia",573847500,"Gilmer County, Georgia",33089625
"G1301250","2006-2010","GA",,,"Georgia","13","Glascock County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13125",,,"Glascock County, Georgia",50650900,"Glascock County, Georgia",4474390
"G1301270","2006-2010","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13127",,,"Glynn County, Georgia",2176837200,"Glynn County, Georgia",98995294
"G1301290","2006-2010","GA",,,"Georgia","13","Gordon County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13129",,,"Gordon County, Georgia",988442700,"Gordon County, Georgia",33724809
"G1301310","2006-2010","GA",,,"Georgia","13","Grady County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13131",,,"Grady County, Georgia",439974100,"Grady County, Georgia",47197285
"G1301330","2006-2010","GA",,,"Georgia","13","Greene County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13133",,,"Greene County, Georgia",395192400,"Greene County, Georgia",61793208
"G1301350","2006-2010","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13135",,,"Gwinnett County, Georgia",20929460600,"Gwinnett County, Georgia",256453027
"G1301370","2006-2010","GA",,,"Georgia","13","Habersham County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13137",,,"Habersham County, Georgia",814114800,"Habersham County, Georgia",76072000
"G1301390","2006-2010","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13139",,,"Hall County, Georgia",4143088700,"Hall County, Georgia",93890567
"G1301410","2006-2010","GA",,,"Georgia","13","Hancock County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13141",,,"Hancock County, Georgia",105419500,"Hancock County, Georgia",12075995
"G1301430","2006-2010","GA",,,"Georgia","13","Haralson County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13143",,,"Haralson County, Georgia",543841600,"Haralson County, Georgia",35658372
"G1301450","2006-2010","GA",,,"Georgia","13","Harris County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13145",,,"Harris County, Georgia",957260800,"Harris County, Georgia",73926241
"G1301470","2006-2010","GA",,,"Georgia","13","Hart County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13147",,,"Hart County, Georgia",478567900,"Hart County, Georgia",30004081
"G1301490","2006-2010","GA",,,"Georgia","13","Heard County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13149",,,"Heard County, Georgia",211864600,"Heard County, Georgia",15333678
"G1301510","2006-2010","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13151",,,"Henry County, Georgia",4992607700,"Henry County, Georgia",92040036
"G1301530","2006-2010","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13153",,,"Houston County, Georgia",3399720100,"Houston County, Georgia",75899592
"G1301550","2006-2010","GA",,,"Georgia","13","Irwin County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13155",,,"Irwin County, Georgia",159685000,"Irwin County, Georgia",37848272
"G1301570","2006-2010","GA",,,"Georgia","13","Jackson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13157",,,"Jackson County, Georgia",1311259600,"Jackson County, Georgia",47487854
"G1301590","2006-2010","GA",,,"Georgia","13","Jasper County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13159",,,"Jasper County, Georgia",277504600,"Jasper County, Georgia",22462178
"G1301610","2006-2010","GA",,,"Georgia","13","Jeff Davis County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13161",,,"Jeff Davis County, Georgia",228997000,"Jeff Davis County, Georgia",14861637
"G1301630","2006-2010","GA",,,"Georgia","13","Jefferson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13163",,,"Jefferson County, Georgia",256577800,"Jefferson County, Georgia",14470106
"G1301650","2006-2010","GA",,,"Georgia","13","Jenkins County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13165",,,"Jenkins County, Georgia",148080000,"Jenkins County, Georgia",23805544
"G1301670","2006-2010","GA",,,"Georgia","13","Johnson County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13167",,,"Johnson County, Georgia",156068800,"Johnson County, Georgia",27278095
"G1301690","2006-2010","GA",,,"Georgia","13","Jones County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13169",,,"Jones County, Georgia",611042300,"Jones County, Georgia",32380549
"G1301710","2006-2010","GA",,,"Georgia","13","Lamar County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13171",,,"Lamar County, Georgia",316163200,"Lamar County, Georgia",21253577
"G1301730","2006-2010","GA",,,"Georgia","13","Lanier County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13173",,,"Lanier County, Georgia",158871500,"Lanier County, Georgia",17320057
"G1301750","2006-2010","GA",,,"Georgia","13","Laurens County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13175",,,"Laurens County, Georgia",931211300,"Laurens County, Georgia",39282670
"G1301770","2006-2010","GA",,,"Georgia","13","Lee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13177",,,"Lee County, Georgia",668228500,"Lee County, Georgia",30401294
"G1301790","2006-2010","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13179",,,"Liberty County, Georgia",1191627700,"Liberty County, Georgia",36808184
"G1301810","2006-2010","GA",,,"Georgia","13","Lincoln County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13181",,,"Lincoln County, Georgia",159193400,"Lincoln County, Georgia",11203959
"G1301830","2006-2010","GA",,,"Georgia","13","Long County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13183",,,"Long County, Georgia",198022200,"Long County, Georgia",13371613
"G1301850","2006-2010","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13185",,,"Lowndes County, Georgia",2102668900,"Lowndes County, Georgia",64759994
"G1301870","2006-2010","GA",,,"Georgia","13","Lumpkin County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13187",,,"Lumpkin County, Georgia",580048600,"Lumpkin County, Georgia",32139088
"G1301890","2006-2010","GA",,,"Georgia","13","McDuffie County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13189",,,"McDuffie County, Georgia",374881300,"McDuffie County, Georgia",19697593
"G1301910","2006-2010","GA",,,"Georgia","13","McIntosh County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13191",,,"McIntosh County, Georgia",289656900,"McIntosh County, Georgia",29672731
"G1301930","2006-2010","GA",,,"Georgia","13","Macon County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13193",,,"Macon County, Georgia",187766900,"Macon County, Georgia",16481267
"G1301950","2006-2010","GA",,,"Georgia","13","Madison County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13195",,,"Madison County, Georgia",527459500,"Madison County, Georgia",30041937
"G1301970","2006-2010","GA",,,"Georgia","13","Marion County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13197",,,"Marion County, Georgia",148973400,"Marion County, Georgia",15676042
"G1301990","2006-2010","GA",,,"Georgia","13","Meriwether County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13199",,,"Meriwether County, Georgia",410268600,"Meriwether County, Georgia",24277966
"G1302010","2006-2010","GA",,,"Georgia","13","Miller County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13201",,,"Miller County, Georgia",121917600,"Miller County, Georgia",14774550
"G1302050","2006-2010","GA",,,"Georgia","13","Mitchell County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13205",,,"Mitchell County, Georgia",386792300,"Mitchell County, Georgia",22222178
"G1302070","2006-2010","GA",,,"Georgia","13","Monroe County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13207",,,"Monroe County, Georgia",611842600,"Monroe County, Georgia",36572605
"G1302090","2006-2010","GA",,,"Georgia","13","Montgomery County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13209",,,"Montgomery County, Georgia",156884600,"Montgomery County, Georgia",13224444
"G1302110","2006-2010","GA",,,"Georgia","13","Morgan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13211",,,"Morgan County, Georgia",491995200,"Morgan County, Georgia",48513360
"G1302130","2006-2010","GA",,,"Georgia","13","Murray County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13213",,,"Murray County, Georgia",675729300,"Murray County, Georgia",29122716
"G1302150","2006-2010","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13215",,,"Muscogee County, Georgia",4224240700,"Muscogee County, Georgia",102436461
"G1302170","2006-2010","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13217",,,"Newton County, Georgia",2089909900,"Newton County, Georgia",82767613
"G1302190","2006-2010","GA",,,"Georgia","13","Oconee County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13219",,,"Oconee County, Georgia",1079801300,"Oconee County, Georgia",56886707
"G1302210","2006-2010","GA",,,"Georgia","13","Oglethorpe County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13221",,,"Oglethorpe County, Georgia",255781000,"Oglethorpe County, Georgia",19893151
"G1302230","2006-2010","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13223",,,"Paulding County, Georgia",3162814700,"Paulding County, Georgia",63901616
"G1302250","2006-2010","GA",,,"Georgia","13","Peach County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13225",,,"Peach County, Georgia",502211500,"Peach County, Georgia",45339243
"G1302270","2006-2010","GA",,,"Georgia","13","Pickens County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13227",,,"Pickens County, Georgia",754884800,"Pickens County, Georgia",44380621
"G1302290","2006-2010","GA",,,"Georgia","13","Pierce County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13229",,,"Pierce County, Georgia",332848800,"Pierce County, Georgia",22620665
"G1302310","2006-2010","GA",,,"Georgia","13","Pike County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13231",,,"Pike County, Georgia",366522400,"Pike County, Georgia",21781022
"G1302330","2006-2010","GA",,,"Georgia","13","Polk County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13233",,,"Polk County, Georgia",748507400,"Polk County, Georgia",45426024
"G1302350","2006-2010","GA",,,"Georgia","13","Pulaski County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13235",,,"Pulaski County, Georgia",193334000,"Pulaski County, Georgia",18940953
"G1302370","2006-2010","GA",,,"Georgia","13","Putnam County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13237",,,"Putnam County, Georgia",535184200,"Putnam County, Georgia",56137587
"G1302390","2006-2010","GA",,,"Georgia","13","Quitman County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13239",,,"Quitman County, Georgia",34488200,"Quitman County, Georgia",5121943
"G1302410","2006-2010","GA",,,"Georgia","13","Rabun County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13241",,,"Rabun County, Georgia",365515800,"Rabun County, Georgia",39603399
"G1302430","2006-2010","GA",,,"Georgia","13","Randolph County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13243",,,"Randolph County, Georgia",136188100,"Randolph County, Georgia",37653510
"G1302450","2006-2010","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13245",,,"Richmond County, Georgia",4083013300,"Richmond County, Georgia",99427199
"G1302470","2006-2010","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13247",,,"Rockdale County, Georgia",2025751200,"Rockdale County, Georgia",58452937
"G1302490","2006-2010","GA",,,"Georgia","13","Schley County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13249",,,"Schley County, Georgia",76661400,"Schley County, Georgia",10101428
"G1302510","2006-2010","GA",,,"Georgia","13","Screven County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13251",,,"Screven County, Georgia",239584200,"Screven County, Georgia",15972449
"G1302530","2006-2010","GA",,,"Georgia","13","Seminole County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13253",,,"Seminole County, Georgia",169455700,"Seminole County, Georgia",19764033
"G1302550","2006-2010","GA",,,"Georgia","13","Spalding County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13255",,,"Spalding County, Georgia",1241180900,"Spalding County, Georgia",45617151
"G1302570","2006-2010","GA",,,"Georgia","13","Stephens County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13257",,,"Stephens County, Georgia",473149200,"Stephens County, Georgia",31662948
